sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU1,-25.52672,45.19084,102.82442,-0.03394,-0.48828,1.10449
MPU2,-36.59542,43.45038,72.90076,0.33398,-0.05688,1.34033
MPU1,-6.50382,34.58015,70.03053,0.61572,-0.54541,1.29395
MPU2,-30.22901,31.17557,59.40458,0.34717,-0.08643,1.27344
MPU1,-29.86259,0.39695,56.70229,0.53589,-0.57227,1.29736
MPU2,-10.21374,-1.66412,24.99237,0.46997,-0.21045,1.37207
MPU1,15.05344,-34.18320,-2.80916,0.64136,-0.83374,1.46167
MPU2,14.87023,-39.81680,-8.53435,0.47559,-0.28345,1.34473
MPU1,26.88550,-41.46565,-38.39695,0.65063,-0.70972,1.17358
MPU2,22.21374,-71.69466,-44.58015,0.40039,-0.26978,1.18872
MPU1,27.60305,-66.51908,-75.31298,0.48486,-0.64917,1.05664
MPU2,23.35878,-72.70229,-69.20611,0.40405,-0.23608,1.19873
MPU1,34.25954,-29.23664,-86.74809,0.47095,-0.60132,1.02344
MPU2,28.65649,-80.50381,-89.26717,0.34180,-0.14697,1.04102
MPU1,49.00763,-70.38168,-93.20611,0.30371,-0.45923,1.02222
MPU2,18.64122,-70.91603,-88.10687,0.40137,-0.08594,1.11304
MPU1,10.42748,-35.75573,-94.36641,0.44214,-0.35059,0.85327
MPU2,5.84733,-78.82442,-104.87023,0.35181,-0.04443,0.95581
MPU1,15.77099,-46.48855,-71.75572,0.23633,-0.32959,0.95996
MPU2,-7.22137,-59.52672,-75.25191,0.51050,-0.17749,1.01123
MPU1,-11.40458,-8.38168,-97.25191,0.78735,-0.45483,0.74048
MPU2,-3.80153,-30.30534,-123.45038,0.41577,-0.02173,0.90723
MPU1,25.92366,19.37405,-88.12214,0.28589,-0.34277,0.96606
MPU2,-0.36641,-21.11450,-108.79389,0.42480,-0.09888,0.91455
MPU1,-12.71756,-11.78626,-57.00763,0.26636,-0.13037,0.69775
MPU2,-8.88550,-18.24427,-104.18320,0.09521,0.20923,0.78003
MPU1,15.84733,6.64122,-89.23664,0.37109,-0.34033,0.90869
MPU2,-10.56489,-12.09160,-114.36641,0.30664,0.11255,0.80371
MPU1,-26.30534,38.36641,-99.49619,0.45752,-0.04932,0.53345
