sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU2,-5.02290,11.11450,13.96947,0.81836,-0.04004,0.34351
MPU1,13.00763,27.35878,30.58015,0.78491,-0.37817,0.17529
MPU2,-13.66412,36.29008,9.49618,0.77466,-0.02148,0.40479
MPU1,-14.59542,28.59542,20.42748,0.77271,-0.34131,0.15503
MPU2,-22.56489,27.17557,-1.60305,0.75317,-0.03247,0.52686
MPU1,-8.22901,28.33588,9.23664,0.74219,-0.50659,0.44385
MPU2,-20.13741,35.81680,-3.70992,0.74805,-0.03052,0.62305
MPU1,-3.03817,48.41221,23.66412,0.74463,-0.43628,0.41943
MPU2,-24.73282,61.52672,-4.30534,0.76489,0.03516,0.61060
MPU1,-7.00763,44.73283,33.90840,0.68872,-0.44165,0.47339
MPU2,-19.93893,45.41985,-16.77863,0.69873,-0.02368,0.68213
MPU1,39.89313,69.57252,26.85496,0.76440,-0.62402,0.66846
MPU2,-6.45802,76.91603,-20.03053,0.59595,0.00977,0.64502
MPU1,16.68702,55.22137,-5.23664,0.49805,-0.21582,0.35864
MPU2,-28.33588,34.70229,-17.86259,0.39819,0.05737,0.76855
MPU1,-44.25954,55.52672,4.00000,0.51172,-0.36182,0.54517
MPU2,-25.70992,60.35115,-17.64886,0.53174,-0.00806,0.75708
MPU1,11.14504,73.58778,13.57252,0.49585,-0.57520,0.81689
MPU2,-15.06870,75.90839,-18.58015,0.41333,0.02222,0.84106
MPU1,4.58015,69.08397,9.16031,0.38745,-0.35742,0.67432
MPU2,-23.51145,54.80916,-19.26718,0.27026,0.06885,0.83667
MPU1,-8.90076,43.61832,7.66412,0.21680,-0.40039,0.80298
MPU2,-25.77099,47.60305,-15.84733,0.23584,0.03687,0.88721
MPU1,-9.90840,51.28244,6.42748,0.24683,-0.37476,0.78613
MPU2,-31.89313,34.03053,-14.36641,0.15015,0.02612,0.97998
MPU1,-30.91603,38.70229,0.07634,0.22266,-0.44824,0.87866
MPU2,-32.42748,31.38931,-17.41985,0.15649,-0.00293,1.05688
MPU1,-13.14504,51.89313,10.45802,0.16968,-0.53223,0.98022
MPU2,-30.73282,45.17557,-10.33588,0.14038,-0.02661,1.09863
MPU1,-18.67175,36.09160,0.42748,0.17212,-0.56372,0.97217
MPU2,-29.49618,28.24427,-18.77863,0.10864,-0.04810,1.04395
MPU1,-12.79389,44.06107,6.85496,0.12329,-0.49731,0.89551
