sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU1,-6.13740,9.63359,19.52672,-0.90967,0.43921,-0.43140
MPU2,-18.62595,-19.38931,8.64122,-0.84644,0.18237,-0.72803
MPU1,2.88550,-16.01527,6.61069,-0.80225,0.35645,-0.35474
MPU2,-3.11450,-2.24427,4.00000,-0.75635,0.16968,-0.65918
MPU1,-8.53435,11.61832,16.51908,-0.85181,0.51416,-0.51025
MPU2,-8.59542,-2.35115,6.61069,-0.77319,0.20239,-0.65161
MPU1,-0.76336,-17.11450,-6.70229,-0.72070,0.36230,-0.31616
MPU2,13.72519,-23.72519,-6.83969,-0.75854,0.17480,-0.69434
MPU1,18.07634,-41.92366,-45.14504,-0.78711,0.36182,-0.34985
MPU2,20.65649,-103.61832,-18.42748,-0.86035,0.19263,-0.72534
MPU1,10.91603,-140.51909,-104.13741,-0.94214,0.29150,-0.20435
MPU2,44.25954,-321.49619,-48.25954,-1.19580,0.19434,-0.80347
MPU1,4.77863,-500.27481,-348.07632,-1.43188,-0.03003,0.28833
MPU2,42.68702,-500.27481,-137.35878,-0.92188,0.21606,-0.97607
MPU1,20.24427,-500.27481,-425.46564,-1.48682,-0.04761,0.26489
MPU2,45.46565,-500.27481,-149.55725,-0.28516,0.27637,-0.17212
MPU1,28.50382,-500.27481,-366.88550,-0.91992,-0.20483,0.54663
MPU2,41.57252,-500.27481,-129.78625,0.46118,0.10449,0.57471
MPU1,-22.24427,-333.05344,-167.60306,0.06348,-0.00610,0.18262
MPU2,-16.07634,-115.86259,-10.85496,0.71704,-0.10425,1.49780
MPU1,-25.61832,-5.12977,11.22137,0.38867,-0.52051,0.78027
MPU2,6.30534,-3.05344,6.99237,0.07056,-0.13403,0.92871
MPU1,11.09924,-45.51145,-1.00763,0.15649,-0.47754,0.95923
MPU2,-2.71756,-21.20611,3.84733,0.17456,-0.00293,0.99756
MPU1,-0.13740,4.88550,9.86260,0.46436,-0.38135,0.70776
MPU2,0.79389,25.67939,-0.32061,0.24243,-0.02295,0.93018
MPU1,12.25954,57.20611,10.15267,0.40967,-0.41821,0.77637
MPU2,-0.96183,61.78626,-5.52672,0.20020,-0.03882,0.95654
MPU1,36.76336,185.69466,79.84733,0.38379,-0.34766,0.64673
MPU2,14.94656,401.86261,41.46565,0.50415,-0.09375,1.22144
MPU1,46.15267,500.25955,289.83206,-0.24194,-0.16577,0.54736
