sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU2,-122.64122,-24.91603,-48.15267,0.01196,0.84131,0.28931
MPU1,-151.78625,66.43511,-57.45802,-0.11548,0.47705,0.50317
MPU2,-125.14503,38.25954,-54.48855,-0.06909,0.71484,0.28345
MPU1,-118.73283,76.16031,-81.45038,-0.20752,0.26807,0.64209
MPU2,-139.51144,-8.61069,-61.09924,-0.28101,0.59399,0.47998
MPU1,-119.76336,53.54198,-55.95420,-0.66577,0.17139,0.58862
MPU2,-139.80153,-34.12214,-52.91603,-0.38770,0.46411,0.56250
MPU1,-119.83969,-0.48855,-117.71756,-0.41895,-0.13037,0.77539
MPU2,-132.91603,-31.32825,-45.26717,-0.23462,0.27002,0.66870
MPU1,-128.90076,35.78626,-55.25191,-0.70386,-0.03174,0.47168
MPU2,-147.69466,-29.26718,-37.43512,-0.32153,0.25024,0.79102
MPU1,-113.21374,22.55725,-82.82442,-0.42554,-0.39526,0.70581
MPU2,-139.09924,-13.75572,-33.60305,-0.26367,0.06006,0.68701
MPU1,-129.14503,27.84733,-60.70992,-0.57739,-0.22070,0.41455
MPU2,-158.94656,-14.77863,-34.91603,-0.25073,0.02344,0.72192
MPU1,-117.64886,20.33588,-77.00764,-0.63818,-0.65356,0.59302
MPU2,-145.75572,-46.32061,-23.95420,-0.29004,-0.23145,0.88086
MPU1,-107.74046,15.70229,-54.80916,-0.51440,-0.64722,0.58862
MPU2,-149.41985,17.09924,-31.93893,-0.04175,-0.17944,0.93872
MPU1,-116.53435,59.41985,-64.17558,-0.31006,-0.74194,0.41626
MPU2,-143.19084,-24.83969,-24.79389,-0.33374,-0.56030,0.86792
MPU1,-111.41222,5.68702,-49.73283,-0.77246,-0.85571,0.51172
MPU2,-138.99237,2.94656,-17.96947,-0.18506,-0.48560,1.02686
MPU1,-97.81680,30.47328,-55.18320,-0.39551,-0.92480,0.49023
MPU2,-124.51908,-38.42748,-27.70992,-0.24219,-0.61938,0.85718
MPU1,-95.45038,-25.16794,-58.45802,-0.73535,-1.03711,0.53589
MPU2,-111.74046,-24.87023,-17.41985,-0.12280,-0.63232,0.93945
MPU1,-109.40458,19.32825,-37.95420,-0.34741,-0.92358,0.22363
MPU2,-111.89313,-39.70992,-20.12214,-0.11377,-0.80225,0.72241
MPU1,-83.03053,-28.45038,-40.32061,-0.41919,-1.12817,0.38696
MPU2,-77.74046,-23.93893,-22.74809,0.00513,-0.87939,0.85791
MPU1,-18.49618,6.48855,-17.15267,-0.46875,-1.41724,0.60815
MPU2,-4.10687,-7.72519,-13.11450,-0.04248,-1.14990,1.21265
MPU1,65.04580,14.83206,13.67176,-0.64429,-1.68555,1.00977
MPU2,84.13741,59.60305,-2.99237,0.07739,-1.09790,1.44800
MPU1,108.46565,30.38931,49.76336,-0.63818,-1.56030,0.96167
MPU2,150.01527,40.48855,14.76336,-0.17432,-1.10571,1.41162
MPU1,149.12978,-11.04580,59.87786,-0.89478,-1.59741,0.93896
MPU2,193.31297,18.61069,42.04580,-0.26758,-1.01685,1.48291
MPU1,142.77100,-33.27481,79.84733,-0.91553,-1.43018,0.60669
MPU2,215.16031,-9.23664,67.80153,-0.31396,-0.90454,1.25659
MPU1,181.43512,-80.04580,89.78626,-0.87866,-1.47803,0.64282
MPU2,225.67938,16.24427,85.48092,-0.18140,-0.60571,1.12671
MPU1,143.63359,-49.28244,109.19847,-0.61450,-0.93408,0.22681
MPU2,201.52672,-23.64886,105.41985,-0.28076,-0.38306,0.73364
MPU1,144.87022,-91.34351,103.93130,-0.51343,-0.85254,0.35938
MPU2,198.53435,-1.49618,93.43511,-0.11792,-0.06738,0.71851
MPU1,121.72519,-44.21374,117.42748,-0.33301,-0.30640,0.18921
